expected_d,block_size,code_name,parameter_label,weight_mode,fit_max_p,curve_min_p,num_points,fit_degree,failure_weight_sum,c0,c1,c2,rmse_log,max_abs_residual_log
12,72,bb_144_12_12,"[[144,12,12]]",unweighted_log,0.005,0.001,4,2,253,17.78946809783336,898.2884923123108,-30972.66741521661,0.002871190862214423,0.004317593804238129
18,144,bb_288_12_18,"[[288,12,18]]",unweighted_log,0.005,0.001,4,2,37,32.21087882039279,-1979.374697592029,396016.8177194002,0.3432343790874224,0.4604972423130107
